Id,SalePrice
1461,123452.1438045887
1462,172270.14987254576
1463,178981.0736245363
1464,197906.39882983177
1465,201624.79845619865
1466,170937.75247144373
1467,180642.24198991657
1468,162150.15252532432
1469,187740.43875664053
1470,119784.60333717638
1471,183560.96424985793
1472,99371.30363502515
1473,95487.41894540217
1474,145895.61243408557
1475,114788.09241099146
1476,361909.08238906786
1477,257837.49654406315
1478,289605.499201201
1479,283570.5669312269
1480,527182.352924124
1481,328416.16594352596
1482,204869.4534519542
1483,175020.0234807108
1484,164784.6961867589
1485,182422.8790014726
1486,190873.3191221609
1487,336648.41141780984
1488,229474.82823823128
1489,195621.91605356082
1490,241893.8007323147
1491,195196.69911436058
1492,93619.56531008743
1493,159276.23345745838
1494,294402.0012083154
1495,285913.9446404542
1496,232507.22031639714
1497,182252.3825007306
1498,193231.05967082368
1499,160806.56834460387
1500,155060.7462705411
1501,181526.72797712873
1502,153039.3444296306
1503,287428.2016579653
1504,243257.39402634118
1505,228815.8372142043
1506,185828.53263182144
1507,262007.44338674282
1508,198631.88692873143
1509,156354.4796713662
1510,144248.4028554308
1511,173438.1349595526
1512,176339.85305823066
1513,139963.70614890096
1514,167780.44843677184
1515,196387.11874828732
1516,149036.34450283495
1517,162207.49783627535
1518,131070.00869299572
1519,214696.8021396308
1520,128288.92276785556
1521,133002.0266327622
1522,177699.86833142568
1523,113090.88542748633
1524,121890.84355881729
1525,122143.10398935151
1526,111396.57906242507
1527,109500.4594679777
1528,137458.72323498683
1529,157618.64196125677
1530,188363.96444314122
1531,111156.14916733255
1532,95247.85444563125
1533,148928.06747207
1534,131570.78899457437
1535,140317.5575535214
1536,105653.40444762375
1537,62469.559005191935
1538,139533.79767506133
1539,196957.0671274302
1540,81836.45290711406
1541,131481.4835370723
1542,151063.60432657486
1543,184311.5478396137
1544,90490.27680219641
1545,116307.70320215051
1546,140210.02965561117
1547,136630.16717163983
1548,139128.02020587388
1549,126017.34557282405
1550,133166.5758098046
1551,108478.38452086493
1552,135657.1864115237
1553,133912.96228442297
1554,117099.31867559096
1555,163618.642506344
1556,93134.18507653975
1557,109805.35841827402
1558,105696.00065107501
1559,54399.21677302289
1560,134237.29559914008
1561,119504.47558748462
1562,136136.447899136
1563,121332.96105575234
1564,164184.40081569398
1565,142948.36192093286
1566,230175.2852498729
1567,81547.03151068666
1568,246972.3745844396
1569,132555.19655153368
1570,133247.11961231646
1571,118000.69738144882
1572,141683.78271902972
1573,214935.20967037222
1574,117188.67310449619
1575,216531.2157132461
1576,236896.16737000257
1577,177959.2864550634
1578,139862.14252561508
1579,141678.68650327827
1580,192043.6495654739
1581,153773.00442170427
1582,126910.66540382641
1583,312333.0650545983
1584,224809.75805481197
1585,141719.4634258688
1586,79318.98234770918
1587,113373.84871646273
1588,147606.6461970851
1589,100136.48806287446
1590,133065.414961309
1591,92986.47863238209
1592,115256.84405575061
1593,127119.08705189328
1594,125073.54883228337
1595,104377.72199975411
1596,228182.4752462052
1597,198222.64681870613
1598,217785.75428457404
1599,159981.98635403338
1600,153737.51631160825
1601,74672.75743379256
1602,122427.50570611938
1603,60921.818847692564
1604,263090.8421014917
1605,236590.05240274165
1606,166086.40393833618
1607,184501.41554236604
1608,209965.68737600703
1609,184008.08433067543
1610,151973.15537541814
1611,130822.94532996774
1612,171818.95862564037
1613,165810.5833370851
1614,110656.4217342894
1615,86963.47135108597
1616,77776.78307871117
1617,91550.69524668949
1618,141947.71008319405
1619,141379.45356792212
1620,165200.72245566602
1621,135406.42974885573
1622,142785.19274225488
1623,253854.13108591546
1624,210639.4866458035
1625,120111.15112427468
1626,168500.39326037545
1627,195510.31466009366
1628,264136.5689702661
1629,173290.77562508438
1630,388875.83449298464
1631,234541.76810934438
1632,248100.85243002797
1633,170366.8020143956
1634,185131.4291334824
1635,174323.53902872826
1636,154561.0201754344
1637,210093.35957598462
1638,184101.35789984008
1639,182468.25829347255
1640,245174.98473377604
1641,177211.44155913143
1642,242314.89261456797
1643,230234.1424561641
1644,230558.88144610662
1645,233286.74086326887
1646,158682.02735295825
1647,154122.52003818995
1648,126946.56401173488
1649,140033.56333973483
1650,113665.03778215572
1651,120719.75085248507
1652,99441.53749719234
1653,102350.01644148694
1654,146873.52382970983
1655,132627.5462436848
1656,140498.65828447833
1657,151204.0344109406
1658,149411.25494124528
1659,126319.42455252103
1660,151614.4416551226
1661,473058.5382751897
1662,410188.15331592463
1663,380425.22644634143
1664,675627.8134119232
1665,300793.80982902093
1666,307033.4589451232
1667,379279.9368526556
1668,333652.24729927327
1669,299066.9253164688
1670,343020.1458521754
1671,282152.66968129924
1672,461692.3587105127
1673,299431.5077617187
1674,248891.00014003465
1675,201620.09981856687
1676,195884.9279570844
1677,218880.057228688
1678,498591.22951397044
1679,390032.02892743883
1680,316183.4045900312
1681,234987.40674770856
1682,313618.87191983085
1683,194803.21758492923
1684,176994.4153876669
1685,173405.44011575464
1686,167962.6274221575
1687,167476.61343360614
1688,186848.81303323683
